NU_INSCRICAO,NU_NOTA_MT
,455.08619999999934
3834a3cc23a38eccc9189e8bee7ee358b75fd635,477.4811999999997
,483.8899999999995
ef49c026fc5471e8c1b56e3fb2419b946a33c76d,446.9122000000003
9374367408d6d3a00bd23fafb447f0fe9800b278,698.9155000000012
,446.5399999999998
c8cf85985775108a962f206bbc07f9b96edf577d,468.7769999999996
,560.3235000000017
,597.4440999999994
e4220a05813204f233d232a847cf24d60fc460c0,533.3340999999999
,450.9423999999999
66a58d3b1020e10bb366884a26853f1d267bf42a,432.3424000000005
83b2bbe9efb5a5e8eab5c46d2c673f543fc8d39b,454.5736999999995
d084e1c3d7146dbef3c6481a96359948bf91d7db,451.5946000000016
,485.4450000000002
da3e65bf356c83ae8b3d572a791a96b8dfdaae63,437.61439999999993
261b29785844821814715b52511dbe7bc6905168,524.2269000000017
,431.25620000000123
f2ef13cfcdc3cef6ed5b3bf69ea1410b865d1fc1,501.01500000000055
8883c8649e0df6462c6f4a06ea6e9595149bf6ac,463.2037999999996
cc1e3f6d30dfaf8b21834c0ecfe0b773b4092cf4,489.6435000000001
2aee59a8709e9bbf7de39903fe1172fd948e44c1,470.9258000000003
cf71722a9c4e583c4931ebc390cfe917e63e80c1,430.55800000000005
,483.07679999999954
,473.9070000000013
39905ee60f2cfbd2c06e6af96595c470ccf74d3e,496.0239999999998
,437.5636000000002
0e326387495f24745d2bc6110ac18f3580e56290,437.19060000000025
f94f945618e9047bdde48cc06cc7a6e0af719a37,444.7195000000003
0dcb5c89c0eb43936e7f1366f1dc76fec085d040,448.71179999999924
,412.8385999999999
580063acdd223dad07639900466c199c7ec6de6f,586.9673
265f10f7456631dec2915feb97ca6b706d8afb34,407.44260000000133
f28551fb5c2f0ba556ba947fc5aeb5d946d7e003,435.7163999999999
,442.4007000000003
c60905dd75c5c4ea022000a0d832d19e7b1de7d9,528.5160000000006
,464.36919999999935
7ff56884aabc69f1d8b14577a6407ac705d35620,509.49600000000095
68199e9559d14e9d3619b1d9d5c2ec12aaba571d,486.9420000000008
,510.41700000000054
,439.2617000000004
3388ba2455af7dba1afc8be01e9ef9aa3cd5b992,538.4114999999998
424bdb568028c00e963fc710f7a31107978feb84,513.6307999999999
9fc249e4d6dece656c8796d34208d45dc535c3a7,450.42620000000005
827c808e5a3d17b81cd7cb9434f92b276416a39e,435.1226999999989
3b14b7a79a33800100b57153088a4658c2979c57,472.262200000001
5916e2530308e5ce4602179367a5372a5f5135e2,520.607900000001
a5880689fa0d7e2b80596a17c3f6a9e85439d398,415.3419000000009
c8cf5c4159c454809b801ea438db3974e8242c7b,416.4111999999992
77bc9ff2fdd54be8bebaa4eae19fed3c6c6b3955,509.78080000000057
,609.6495999999989
68043cf6df7116c4fbe9e8c461155a79d1149997,573.7020000000002
ffbf2b9497516c22da904a5736fef527ba8b868f,552.128700000001
5001def5a54c7352a7f5efe6ca553cddeca44e73,669.0643
3c0db6da5f1639ebd267f63eaf86ac8569a8527f,474.7463999999996
,477.54160000000087
c57a918711e5f9909c06865804a1cc13ccb38936,433.6316000000015
d43c8bc37d22f63102d62317b61cbcdb1331054c,450.1820000000003
373440621611720645f51dbbada979c89bb14cd9,407.720000000001
6cb9ea06bba586157fee26eb9d3642894fd55b43,481.5855000000001
,445.93020000000064
84db81d48417a1f9bef9a5b72a0eb395b5a9846e,444.3092000000005
36f872f6120d768d0659a8dc67903c0ebf85f7e1,479.6870000000003
,458.4348999999996
,435.78160000000025
,508.94949999999983
,462.7122000000006
9f9fc9c670143177022b7ea79292186768fb3849,546.3044999999995
fe8333dd7a48c2c6da19394b93e6413b2d969588,415.49000000000035
993bbc66f81ddc13f9b4c47931ab71f5c472f0d6,610.0617999999994
e7155d360d9614f96d8f28af8cebee412228e753,552.644
8bc5a02113c1d872fd3d7c745df40e622400e51a,469.00959999999986
,613.9447999999993
e3674c21fa2357713f79e3e228580d7a772c62ca,455.97950000000054
,496.04270000000076
,425.9656000000006
9aa4a411cd914b73b9d2843d50f7796dad1c0969,474.29539999999986
061ec45bddd19204b4ed9e1cc794b116aaffcd97,442.41290000000015
a90881337238e2cea4c2ce693aa1b6bb8dc3e23d,455.95509999999933
,429.4006000000009
,579.1395999999997
83400bcebb04d1605ad7d37568b1bf4bde04b494,756.6258000000004
54899865c8bed8eb4d54c8d4c8ae09a30864290c,498.18000000000023
63e7e834e16f11029f62736780b3a101cac5e5f8,481.9039999999989
dc7a06efb8feb5e397b1d57d5478e2965322e80e,472.98219999999924
,462.60600000000113
8ba8d9f7e4d980b58556226d906e2236659cda4f,454.35080000000016
,487.8443000000005
ef52f1830fe4acb0d7ce223353a239b3fac81925,458.5078999999999
873ca0475258c0454ff969ff7f8b779c30729f48,509.9145999999988
43d7bd465f67853f09b8ea211afa8cba29d6452a,425.72899999999953
0495f3de4b62dd3864b46d99dd94d2cac5ee30e5,460.7914000000002
691a5440a2e6406b5444e5322ca44e06ccb3ddf6,441.02029999999996
49a9e7f2baa21147daed25a03be27ef0d785cdaf,410.22979999999933
f9f2a8ef22a9ca0df9043d97f8091821346f7efa,600.7820000000002
2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,424.8526000000009
,445.0448000000009
c57e5c73a18d895c0d10f18f4ca74d5073c16698,459.18140000000005
,469.52209999999985
20eaf4dfc827e8fa9f3fc7d7c7b7ba1c66e4fba7,501.71859999999884
,491.1481999999996
291eda98ff5f826d1adeec3ce1efc385ece76e7c,443.4512000000005
a976f1e8f9ba929071999ca384edb2f2bd0e0026,448.20920000000086
,449.05909999999943
601eb56c4870e7f3ce567bef879997434fab6978,428.8876000000004
195b20dc6c758d0fb1709ceeb16fff1be40ba63c,465.72819999999973
8d2007f35400585b1a23535658a56e3f56deae16,573.2684000000002
504fb778c3000f0f74c49d28a157ef535df7b26e,440.5638000000003
41486a1936312d298dd64860a5d146bbe6e1f6ad,426.66029999999995
,488.2121999999993
eaf79174460e09e7653d588de06f97e1bbd42138,440.6563999999999
cd62a1fa1eb574a4ec4ec390d3510e65db72e1ad,426.4285000000012
2181b6cd1a507e4be28b56bc22a49fc0c508891f,564.2417999999996
5cf539ec5fbefdd7e36c73555623aef55261b30a,715.1452
cfcaab878786f9216a4d8433f2a46bad9276aee4,449.7516000000007
1b24de7ad1184ad4a97f373e876b96eea61c6b17,475.70700000000033
,446.5912999999991
62add403579d50fbee420593bd16447b10679b89,425.75090000000085
,442.9533000000001
e00b16108ae0577000f16ced5a92205b35879b17,478.35700000000014
,421.6511999999994
,444.30809999999923
,459.795100000001
3c4914af467ac58e125a45a078ab6cd43e13b655,472.8397
2a325c32daf5b142cb0312bd9bc7b97ab6dc2fd8,422.56700000000035
df7d7db821755b6e9a024a3cebe06b8155d9c708,428.4515
8134453bc66345ba09033fc2118df694fa6a5299,759.4538999999993
6e3fa5e6dd0bf71c8fb50f78c463e3b69ac0a00b,607.1918999999984
b04d55df23021bca201b74ffe2e63ea7f2449877,688.1086000000013
3f318550fb1494cc6160d1e031ae29ac2fc065aa,470.02590000000146
,494.1732
,435.2010000000006
c7cc0461b2c741ae81ee815a975dc6b9e514875c,440.4475999999999
,439.13179999999977
af6c4e9ec5b12de767977306416bd0d9447d310d,438.56790000000007
7b309e8114f95274ac95aad6697df953fce1d861,436.81559999999945
,420.2402000000008
1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,524.4621000000003
adcb305091a3f8b4a9771362caaae7d2b39465c2,453.92019999999883
3b08ec5615162eeef39ddf97c305601f8d6be53c,456.24580000000043
dd8bf6ed8a7291b0bac35478a7d4812939478898,505.2347000000002
298c9c61c87385c00c8eaa4192d153a8d059e411,488.77720000000016
,467.0875000000019
64449fe7c928f02f796c5b0d527c681b537f7859,480.4435999999998
,442.03620000000086
,451.25300000000027
5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,465.64999999999935
f0d08da594cee151c351acda8e05cedb7aa8f2e6,476.0443000000007
cd2030092aacaa9580845fc92189ad3bc1a88129,424.3092999999997
1372e1ae0bd729de3f59baae76f62b02b73b21ac,503.2218
3a74629fd3af085f644ada2fd31359de263dc95d,523.1101999999998
c5c4d066740c70017879a186e3df0b148edb1785,594.7626000000005
93622845055ef268067ee6964763aff9683e8360,521.0432000000008
5201a5f9e394334dc5fd4a496f8f50e6208d19e7,456.66819999999973
7e760b93b2a189673c81aff7015aca45b4f50f3e,429.41260000000074
,491.7928000000004
e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,436.37879999999984
04013eb3b9f5e047e3c384cbc124d6be434890c1,442.9300000000001
da0d4b43fd0c5896ab67944d72aa269aa842668e,427.82600000000014
27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,472.04680000000036
bf751d79db8096cf876ac75002003bf2a7da2035,485.3868999999994
,411.86400000000043
726af52ecc5309864376cfbb79843e4d9bc67eb0,447.7603000000006
,466.04509999999976
ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,428.9882999999997
9cb5797ed8f7ede425ba307f769774b42460774c,617.2380999999997
ac75c3f733f769455017ffdcf9b4ef75af3f853b,504.76129999999847
8c408798149631973f52a14f363b604349f3425d,471.65520000000106
,463.1829999999994
,401.87500000000057
b04c28955fd0f07bf69fc01d69aed8d166814b31,488.48450000000014
8526e4bbbef79ed45f772a3cf3f872feca4b2c78,480.8096000000002
fa2603e1077c05493a48a74c6365a8d938b9bb58,540.3965
0432abb93e94758393c78d674c53761c8e7547b2,439.9707000000007
49b0b691c0182295bc83ac4cc9d50a64a5848c0d,433.0113000000001
40e4c903604e672a031abf55a0e9d0be2499e19d,458.5653999999997
954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,560.6989
ae275ec587fa99cbc535a14b099e9a53418ad6f5,578.1155999999997
a40bcb038126e8fcc18613587d349c451b17495e,565.8650999999995
9b19bbaedd6ecaef988bef930c5793119b19dc00,434.3344000000006
,457.2711000000008
,621.9793000000002
,447.48090000000013
3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,441.9559999999999
6be58e40bbd01a8ac4d505fbd0365dd83af28e95,476.6287999999994
,478.55660000000074
46ef075a91ce3096159d24ef137e502955a2e92a,441.97790000000066
,460.8328000000008
0fd2ebb2cba41467a2f1f064879e27c14671db11,478.6483999999998
1a4a64788e42e62aebaf976e118e4312f271be20,464.30069999999904
,511.85349999999937
176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,425.47419999999966
,467.55619999999925
6c508375be3ebcb0b6c52551760aebf3b08eeb9a,540.4843999999991
,523.5019999999997
d920d310fa85f5d607cddd3f366d1fb4901372da,497.81060000000105
362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,427.6268
,402.21320000000054
ba01e15e5a2f24d0dd9b724618655a329ad61213,640.4670000000028
dbeac2f05498472ec708163898309999efef03f2,512.8492
,425.94310000000024
,524.1118000000004
f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,482.2172
8b8e4fa6082f26f5676d2a45314fc89dcdad7076,501.99280000000147
825b9a5eb0d8725082051b41e082aed01dc9be7e,429.14260000000013
67d77c90ad21e26bfc94677547f6910b01dc1d32,402.5343000000003
,440.4667000000003
74271d115ce6ed32aa2aa834385200a606c62bce,443.82990000000046
6efd349903f7b391b6f920cc76de7b507258a8c9,488.16819999999996
,438.0800000000007
c0934de7b64b1ea909ce77c97580606e18936874,463.4799000000003
f81906feca10f1eeb5153e9f662a06040dc795c9,483.52319999999895
18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,464.0845999999994
2ad02e38865830766bb87531dcb154852364eb39,449.0263999999994
,436.14000000000027
f986cc713f62755c8e4e47a388f9775fe2f46b40,469.7663999999994
143481c553f2f07d71a7b02d4364cf716eb213c3,434.2197999999997
7c2c0ca131808098924fa3305efe67029c95e527,622.2264999999984
,462.86279999999994
,434.28680000000014
cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,466.45200000000006
cd532929efcd6be773ba62fc83c631a77eb24e94,430.4715000000002
64a70bc39c408304ecb8e572765315a3896ff833,486.19769999999926
5573caf7f47589820461e64565f85c11bf9f122b,420.4632000000001
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,441.19079999999906
e7f989fad23aa525007003e7d1382ae56c9947f5,454.2621999999998
44b8f6f734d554fec0da2e60da8d27868798c802,530.3626000000013
,433.4012999999995
34d6082a74330b3f5bc565fc573674afaa03f661,557.0065999999999
d25c087f96c3997d6328b953d4a710d27ef5838a,534.0136000000018
,641.3098999999999
,447.7729999999999
1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,424.8575999999991
e447d3f2d58677fd267d7a03f501ef642a1d4e06,441.6556000000007
fbe1950b1a096572f21ea11345473fefcba6c84c,444.56990000000116
,439.16830000000016
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,447.1496000000005
,446.6718999999994
48bb95f95bf1597bd67366fb50610ada3df98863,429.11029999999965
51ae593280f360e68b5400abcbb0d37f1ecade71,576.0212000000002
,545.3270999999991
,534.0882000000004
,449.9448
6058199e6bda1e0af51a1186b65ff76d4fe4035c,547.6802999999985
9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,461.4283000000005
31a4df5d818242efa0d50309c9bd5e503d3811fe,667.9877000000001
89c71043264315c4e0eea0f8775363a12dc82061,450.35380000000055
81d76646552b14b85adb5d258e5a135fd7ddb86a,553.6774
,449.22589999999997
,470.0304999999994
c4a3b96cff4393b06246604527f1a558ad8b66b3,463.1422000000003
,467.335
45eab0d008b4971810ca4b2d7b735916d9991a9a,558.3016
982fd0566d5924b506fe1477fda3513984c4c702,543.0106999999999
071406b9fa1692facfb35f7a9ce5106eae4ef6d1,539.4636000000007
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,419.5590000000006
,509.40009999999995
8cadd025151167286941b7d4f113e0335e046bbb,443.4059000000006
,446.2288000000003
6629196865947bb489338e3fa1c9f0e56614ee72,454.0989999999998
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,447.3895999999998
bff7d200b32aa005540af908fb325a46ca9bb742,438.77600000000047
,440.9536000000001
,464.1292000000001
5d42040f9935aff1dabc32c4f5a578148138e1af,423.9122000000008
bd01964e27b0e530ca458b382b07493aeb48a2ef,547.708
6588cdc7aef843b1775104bc38017bb3f808c7bc,486.87599999999986
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,448.9995999999997
1d705b7b461dfd626645d5df319ab733c1c1ca73,487.21399999999966
106b58912414f794e754883865bf6e4cf68adfbc,449.0611999999991
,463.6849999999999
973c923e39db780e329a64c6049dc85d9be17978,422.4986000000007
,470.5359999999998
0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,589.4169999999995
7f9879b40a268318e2a969e73156aa9df7a48c13,865.4547999999982
,451.0290000000006
866d7784ed1380003929da44f965aef9339702f9,430.8661000000007
1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,466.628300000001
,467.5035999999994
,511.84509999999904
f66562b958e6349449b87fea0a01fab214f6ec8b,457.71699999999987
beefc7a89a2d9882e5983d80e356f8b7c23994f7,472.4479999999994
82d7709a8445664e93038482fbfee478e8a40273,481.68789999999973
e3929d32c498f8e45ae326017cf7c60308880d94,528.9119000000006
9da35674034a0a1373298436fdfb2f1d840a6da2,517.5544999999981
,442.0383000000005
0c48aad5141a6d61b2669d5c06360ecb9e8cba72,462.56680000000034
,721.7633999999993
,513.7623999999995
,461.25999999999965
,458.72310000000016
f5c04dc290d6706af8214800e25be19129dc9f7b,439.9127000000005
cd20ace0b8fb57cecb028764042f1c7851d39507,416.5845000000006
eb5f0ef501357740c2ac626bf1ce233475aa47af,430.9498000000003
,506.1103999999991
383f9cdf1c3d46a2cd312345792cf74f15e4b746,449.85339999999997
,444.7147000000003
fe23ba819708fa369addcf9e6dcc7657cab3a96a,478.4751
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,503.35619999999955
,460.67340000000013
,491.3268000000005
b0e8139fa43e8c764878dcd69f3548d74353d838,463.11909999999926
,621.7352000000004
9284a89fdbdd88fe9877dad42e9984e7e2484e20,495.76009999999917
f4c4cee74ce9ede036564ef9b80aba39c768e126,442.16939999999994
,465.54729999999995
b8fb9eb73a9f599896d49678bdab39e07479b2ba,444.63880000000086
,465.9012000000004
bee771ff249f080561ad1b67c3a0050a3ab89b32,465.4272999999993
,449.96980000000053
809ec35d37a181001a42e6340709505e78a2c577,415.7325999999999
67da0b704f0c6cc6037509ab516aaaf58fd950b0,463.06799999999873
53a43fbdde0c7189e80b0eb49689cc0c076a78a4,503.97439999999966
,665.1570000000008
60290f6053f0e9a625bc9d2f699ca507e8985292,424.7809999999998
1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,540.7816000000005
,495.31280000000055
,478.2308999999995
,518.982999999999
4dff8608a5941c894c2f71aae910da722b5b2b2d,432.8464000000008
67833093fd0fde740199378acf55c33de750736f,416.85839999999996
23c6b7ea47102c0ba28ac805a03304d515494ecd,518.2194999999997
,754.1411999999996
1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,489.2028999999992
68b155dada9a40aafaaa7714e063a432dd8275d6,428.72270000000043
,499.82100000000196
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,666.2087999999989
04df4468d9913083f7984969a8b2892f210b4193,470.177399999999
cc2a0d12abf9b0917d668bec85e91fafddac7c45,553.5376999999985
,426.3197999999993
e9b1849607e9d8ab47b7fc39be369805313dda59,417.2144000000005
,483.5241000000002
,573.9174000000003
,422.6367999999987
,433.4215000000001
95a22a438d6ae5aae37830d6a7fc74e75fc981af,425.2770999999992
27584421ac81833fb4ccf564a6fcdd4ac2b698be,586.4486000000005
e720fd525ae844a709b93fdb28f7914c48d8160d,582.5467999999994
24fa503c4c1225e71a37fe92b354c626e099cbb6,465.0314999999997
6af857c10637e8e60ee8723080d306cf45181a2f,466.6611000000001
,631.6629000000004
32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,480.26660000000055
,434.72820000000047
,451.75210000000015
ddb9f7681e4b80dfff9ee296444d1294f55dd13c,441.66379999999987
3a9507cc35b592af5172dd8ebb28cc89827e3f68,510.2379999999999
,449.2978000000007
551f1885fa0f60bb05f612a39cafe53130ac961e,477.05140000000046
,453.6741999999988
cc3750ac71c85cc688659b3eb20dc112738eb623,445.6815999999994
04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,444.9318000000002
9c87e30e40e82eba487a7fb0b594eb881db74389,441.9913999999998
,510.5326999999994
eb13a10d11465081642b5ae93ad1867dcd2d3b1e,476.2569000000005
,499.03259999999955
16f6526457cc7d849c2a9829efa0e021c78353f0,453.5741000000004
74b0cbfbe74747c9780b564db3e624d3c19878a2,488.9719999999989
fc67a6d22a9d1beadaf42cd714789d5749800b19,436.87589999999926
d0c7acbad13d292e637f23633da232e29186e20c,467.57360000000034
b921a4ac834cc1109c06e7c1de9439c0daf16e06,417.4208
e31ee5529458da77ca3239ca06f64465e737e454,442.3942
,620.7346000000001
5c3b77931dd97f17e14c3bbf205173d36f09c6f0,527.8961999999989
07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,459.38100000000014
,466.8206000000002
05a25962f9f30d8544842ec3d79244e99d11017b,426.5508999999999
458f801c533d802e3655e9bbced52ee22826f197,502.58000000000135
03e6a7ed0af5b24ea57bb1bb6f37b17047637356,463.8423000000001
293ffd1359a352518d31928214161b644128851e,556.7351999999996
95068b8d72613d8b51b22243060dd50a498e4dbf,443.8848000000004
ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,455.5343000000009
bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,564.7003000000013
758e005c28f680380e79d7935f29ce42c3b49dfe,459.21460000000036
,611.6349999999999
e3fa80e14d38fffa4d278d65edd2c32b24019a9d,426.54450000000094
,467.69099999999975
52a23c1eb5ea201859a91a6cb70114032878f7da,462.4660000000009
b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,469.18089999999916
,415.6882999999997
,416.8615000000005
ec12ea01cda3dcf0c6271ea7140c656f4774264b,479.83589999999987
14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588,705.5021999999997
,438.94850000000025
131010225a14ea18fa1748a59efd6413fc0eb338,435.79840000000104
a2b095e8fed2a3edb2a751b5e1e71336757e278d,445.72980000000086
766e70bac5c7e88381749ba3f140e03132b0858e,421.6942999999999
92f75ecf86b6e027c977162cc4297db8d280b2be,420.73609999999974
,432.0568000000007
a3af6be26868494212d438ddc80ba11e55d7261c,530.5845
,435.0684000000006
,448.06619999999907
defb13732108dd8d257e70b84e439d9020576209,454.70200000000096
,437.69790000000046
8120c2970d5087725caa5d3d87fcfb24155d181b,460.23189999999965
b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce,497.3569000000001
95ced045710caddbab17dd0552eed9f15d76b4b8,434.80449999999905
,447.5752000000006
17cafdecd37633480065ba97838ed940156e0a07,632.552199999999
,425.8943000000006
,505.69439999999975
,459.24529999999925
5f553236d725160fdbff443604199b293f1f44ce,476.94759999999974
869b7dfefe247dfa859db744c33c2678411dd945,443.6535000000002
,487.0705999999997
c910640a6e6c25b259dfcc4990f2899245e988ca,460.40869999999944
c9210ff822feac437edffb18dda200a8f3ea1a59,409.1462999999992
e18348afecf00cc3d88f3ba48351ce1843f220a0,607.8350999999996
5954217e13179b6043acc782e102668a2612a8e4,433.9180999999995
503bbd27536b36d78fcc9d01270dc1561b6b3c5e,478.9945999999998
1988c28e027eaf2dadcb8d877e3b4aeae6f59a71,446.32069999999885
,610.3252000000012
,447.83699999999965
1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36,521.4444000000009
a7275f430267de859f35ff4b68e4a276e5be7279,516.9338000000006
,422.1973000000012
b6a3a8134c6800d7c966237626e820f8e4a0ceb8,458.90999999999923
,420.49660000000074
f9c8ad4b150124d24c41211c5292ccc2c16e68e7,431.5479000000006
812dad3abf68e537e7a5f58627c83daea4375233,433.14810000000074
,596.2129000000002
8b9fea02641babf2396079c6edfed9abb45117bf,523.6497999999995
,479.9546999999999
d8788a6c3e384b392b77f519451fed79c34453a2,529.4137999999995
1e6d53083bfb60a532c211edc06a3b3122eaa340,479.9732
,573.0460000000004
1db27ec90efad017f1e8e8998389d75f98149663,488.0504999999993
ee22b8c134e9178600d57236685e0822b2034601,501.03040000000016
b03c5ebab160571176fd665bad3b559d23d28f4d,428.0417999999998
018c21da2ea1df6cc5d00ce480c48672c234ddb5,426.87860000000006
5a71e57629eb2d9b1281fa0acf78fc410f82233a,422.9353000000005
63add5acaf261ef36ff419c5cf3301d8b1a91b06,448.2313999999995
5b7f5fb34de0f846635830319871e2bdd06857b1,585.9343000000007
e074b29573906c0b39248900a4d73df3a44cb72f,466.25449999999984
,447.3626000000004
5a8b5ad4914609f0da01a68168f2dcaeb52a1d62,519.3268
6581d33040854c49896098641bd48cca28d0bfb1,446.47650000000084
aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,423.3370000000008
,426.49169999999907
,453.3455999999995
e5129f4e0fead85906b2b0ef48b253420c85060e,433.78520000000077
,667.9838000000007
64a758225c8fee36cfc6a33f8ce52435bee3f22b,451.19780000000026
7866c1a752ede108330f59479ba22bbe27e24959,476.5550999999995
e2d2423c2aa3c3191363bccba383a85740b6003a,416.1524999999997
e26a4055e714830a051bbd4118cb4e10cfe613f9,471.57739999999956
a2a35215a2bacc65b551efa3a17f34c5566ba27b,435.4661999999994
9e53b4840e7a00693adbb1eb46654e76c8309a61,471.43810000000025
,786.1095000000014
4665254e0bacb0ecb8a006903b69fa80b51490d5,426.95049999999986
,473.9088999999997
166fb0fa70c428f172f3fcb85eddff4b3ca33545,525.5299000000002
,530.5652000000001
,494.72329999999977
16ba4511e82380eebd8917142d36a7f2ca28afd9,435.6968000000003
,445.3678000000006
,490.53540000000004
,445.9359000000003
,444.30280000000045
3e934aed492c97df7bdd037b918beb8dcd3e0cb3,462.4905999999991
,443.15200000000107
3783d0f562e9914300b98214cbf59c47df628116,491.09699999999964
6259df3d2eb137841e632a56f2f7cca3e3ff4172,425.4352000000001
89b4c8805837e713f9a730c673c222d2fe78bd69,509.68619999999885
95c02dd69769edcba23a333a45ad4d70e6c0cfbd,415.76750000000123
4a242ade5a0d370fdb4f53bfc60b00d5f5f1df5e,505.69380000000143
c90b14063cc4b109019cacd40eba1359439a23a8,443.7788000000004
,457.9737999999986
49412082f17170a1b1a7a0f4811fc3f84cab68d7,694.8748000000024
9f8d3b5c8003823b00814d8650478f4a4123310e,430.8654000000006
,438.59120000000024
973f904d79c6d3556de58dd6a26972c4d1f519ac,546.322100000001
f16b98a557d8b1b061c74d2f7fdc51e9a42adc00,575.7038999999987
236ccca2305d258085cfccd31359d025e8c2ef03,499.77700000000107
,461.11519999999996
,567.737400000001
35c68cb7b68131dd4395dbaaceafc098adb26efe,520.750300000001
72c35c5e9265e22fc9cfacdd50a47adc2fdaa20c,407.9496000000008
39f3b003b013995457d88d0f976e589375ea381c,423.8916
be2efc5d7aac68e406e259efd6a1383b0535d030,422.67140000000006
05654f1872402567f29cb0dbd2b6a67ca962ba20,468.8442000000003
01ef84ddbd815b848e2791e31d1e1fb530af0800,487.56039999999916
,430.8609999999991
0347f75702f7a58defa7830fd2160be814ee63d7,528.6145000000001
e9f4a7e0f743c19594d064f493acc7da5705cb97,486.2532000000007
cbc361742d9f5471b72c408c86a163a3a0babdde,460.5673999999999
,443.6462999999996
,513.9296000000004
4028ff6efc6f00b3024a6e07394d97b5d05f52d4,485.56569999999954
b935e46f14ef9cabe4855d768f80a882afc5bbf3,526.2120000000002
dd89be9611dd1e70f883c325c3de4bfd4beddd54,454.3731000000004
7a6f4434324d90047db1434d2218b125200749d1,482.7964999999998
1fb16f5693c7c8d701c7d6a8b2d2bd497fb576ba,432.21560000000017
5943b6debfe5b94ae0e6819377ce039b35aa8f5b,584.1461999999993
,456.11520000000013
53758d4e489f33ad1709258781c0db4fab9b5803,449.94040000000035
,466.4556000000001
4d1782421e1635415765058a400cbf70e2efc504,459.5797
8d827fe667c86686d1ad9f7ab6c62b30d3d916e1,579.7592000000003
,579.0510000000002
09985e3d85e82b3a084a6854d96f6eaaab8d8273,439.7172
,441.7437999999991
52e6e0e10f90361c2ff44016e514330a60be586e,491.8185999999997
4b9588a9197d26bb43f6bd71dd1a34b598a2c94d,450.22109999999986
4496d0d42a729a789643e669e0f73b068777f1d7,506.8451999999989
0e62088a0bd61cefe0756a63c5af7132651e9eea,488.8483999999993
cd24a0c4131412a63327491a7f9a33d4d9c4bbb1,651.0254000000014
d6d378efae0f7fc2dcbf94d111a57f9a1706c52f,466.07630000000034
c16dc22c158d28ef77c69463309bd08d7c5b6736,459.2722999999996
62f07fb05c1335d56823a296968f0052ef393852,449.16320000000036
c921879f4f48c0cc5ba092b03e62973976c85a17,513.3512000000004
,458.1377000000009
f9503cf91610c5dee9a59c9e20c3b147db7b8f31,542.6654000000009
fee103a972b59d0ccba0feb8675a40a245112360,780.6095
49aafbfd3dc45435f5e1755a2e0723967d683a6c,454.0829000000001
,508.6229999999989
,443.21060000000034
a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,429.9429999999995
65b711ff6055c05fb83d01e46da49803d9dab58f,440.15400000000005
a6edeceb9d45fdd9f131984206250b116b0b94db,448.55850000000106
,460.8149999999997
a3f03a18f80a199f5f7c28e963c139b55d1fdfc9,561.2042000000002
0f73a216f0e2a2af8814d6faa530648df17cfe37,493.63620000000026
eca7b9fb647b11d556338ead147b829adeaee4b5,489.43800000000016
,510.33759999999984
,461.60489999999993
9d86872c99e4afc37f1c6b01357a3128f947cd87,510.07319999999976
34e428fff9d5931c622b15ee18951f781dbc571b,513.7859999999993
6b10ac235069fa3fa257149b095e113710721781,466.26439999999997
6dd3df00297de5fc127deb03d1cb76ab9385d496,445.95259999999945
